Go.	Va !
I studied last night.	J'ai étudié hier soir.
I suddenly feel sick.	Je me sens tout à coup malade.
I swallowed my pride.	J'ai ravalé ma fierté.
I swim in the summer.	En été, je nage.
I talked about music.	J'ai parlé de musique.
I talked about music.	J'ai parlé musique.
I thank you for that.	Je vous en remercie.
I think I understand.	Je pense comprendre.
I think I understood.	Je pense que j’ai compris.
I think I'll do that.	Je pense que je ferai ça.
I think Tom can help.	Je pense que Tom peut vous aider.
I think Tom can help.	Je pense que Tom peut nous aider.
I think Tom can help.	Je pense que Tom peut m'aider.
I think Tom can help.	Je pense que Tom peut t'aider.
I think Tom did that.	Je pense que c'est Tom qui l'a fait.
I think Tom did this.	Je pense que c'est Tom le responsable.
I think Tom did this.	Je pense que Tom a fait ceci.
I think Tom did well.	Je pense que Tom a bien fait.
I think Tom has gone.	Je pense que Tom a disparu.
I think Tom is awake.	Je pense que Tom est réveillé.
I think Tom is drunk.	Je pense que Tom est bourré.
I think Tom is drunk.	Je pense que Tom est saoul.
I think Tom is loyal.	Je pense que Tom est loyal.
I think Tom is loyal.	Je pense que Tom est fidèle.
I think Tom is ready.	Je pense que Tom est prêt.
I think Tom is right.	Je pense que Tom a raison.
I think Tom liked it.	Je pense que Tom a aimé.
I think Tom needs me.	Je pense que Tom a besoin de moi.
I think Tom will win.	Je pense que Tom gagnera.
I think he likes you.	Je pense qu'il t'apprécie.
I think he likes you.	Je pense qu'il vous apprécie.
I think it is a gift.	Je pense que c'est un présent.
I think it's awesome.	Je pense que c'est génial.
I think it's obvious.	Je pense que c'est évident.
I think my mom knows.	Je pense que ma maman le sait.
I think that was Tom.	Je pense que c'était Tom.
I think that's awful.	Je pense que c'est affreux.
I think they know me.	Je pense qu'ils me connaissent.
I think they know us.	Je pense qu'ils nous connaissent.
I think they like me.	Je crois qu'ils m'aiment.
I think they like me.	Je pense qu'ils m'apprécient.
I think they like me.	Je pense qu'elles m'apprécient.
I think they like us.	Je crois qu'ils nous aiment.
I think they like us.	Je crois qu'ils nous apprécient.
I think they like us.	Je crois qu'elles nous apprécient.
I think they saw you.	Je pense qu'ils t'ont aperçu.
I think they saw you.	Je pense qu'ils vous ont aperçu.
I think this is mine.	Je pense que c'est le mien.
I think this is mine.	Je pense que c'est la mienne.
I think this will do.	Je pense que cela va faire l'affaire.
I think we can do it.	Je pense que nous pouvons le faire.
I think we should go.	Je pense que nous devrions y aller.
I think we should go.	Je pense que nous devrions nous en aller.
I think you heard me.	Je crois que vous m'avez bien entendu.
I think you look hot.	Je pense que tu as l'air excitant.
I think you look hot.	Je pense que tu as l'air excitante.
I think you look hot.	Je pense que vous avez l'air excitant.
I think you look hot.	Je pense que vous avez l'air excitante.
I think you look hot.	Je pense que vous avez l'air excitants.
I think you look hot.	Je pense que vous avez l'air excitantes.
I think you look hot.	Je pense que vous avez l'air d'avoir chaud.
I think you look hot.	Je pense que tu as l'air d'avoir chaud.
I think you panicked.	Je pense que vous vous êtes paniqué.
I think you panicked.	Je pense que vous vous êtes paniqués.
I think you panicked.	Je pense que vous vous êtes paniquées.
I think you panicked.	Je pense que vous vous êtes paniquée.
I think you panicked.	Je pense que tu t'es paniqué.
I think you panicked.	Je pense que tu t'es paniquée.
I think you're drunk.	Je pense que tu es ivre.
I think you're drunk.	Je pense que vous êtes ivre.
I think you're drunk.	Je pense que vous êtes ivres.
I think you're funny.	Je pense que vous êtes drôle.
I think you're funny.	Je pense que vous êtes marrant.
I think you're funny.	Je pense que tu es drôle.
I think you're funny.	Je pense que tu es marrant.
I think you're funny.	Je pense que tu es marrante.
I think you're funny.	Je pense que vous êtes marrante.
I think you're funny.	Je pense que vous êtes marrants.
I think you're funny.	Je pense que vous êtes marrantes.
I think you're lying.	Je pense que tu mens.
I think you're lying.	Je pense que vous mentez.
I think you're ready.	Je pense que tu es prêt.
I think you're ready.	Je pense que tu es prête.
I think you're ready.	Je pense que vous êtes prêt.
I think you're ready.	Je pense que vous êtes prête.
I think you're ready.	Je pense que vous êtes prêts.
I think you're ready.	Je pense que vous êtes prêtes.
I think you're right.	Je crois que tu as raison.
I think you're right.	Je crois que vous avez raison.
I think you're right.	Je pense que vous avez raison.
I think you're right.	Je pense que tu as raison.
I think you're wrong.	Je pense que tu te trompes.
I think you're wrong.	Je pense que tu as tort.
I think you're wrong.	Je pense que vous avez tort.
I thought I knew you.	Je pensais te connaître.
I thought I knew you.	Je pensais vous connaître.
I thought I was cool.	J'ai pensé que c'était peinard.
I thought I was cool.	Je pensais que c'était sympa.
I thought it was Tom.	Je pensais que c'était Tom.
I thought you'd left.	Je pensais que tu étais parti.
I thought you'd left.	Je pensais que tu étais partie.
I thought you'd left.	Je pensais que vous étiez parti.
I thought you'd left.	Je pensais que vous étiez partie.
I thought you'd left.	Je pensais que vous étiez partis.
I thought you'd left.	Je pensais que vous étiez parties.
I took the wrong bus.	J'ai pris le mauvais bus.
I totally understand.	Je comprends complètement.
I touched the bottom.	J'ai touché le fond.
I traveled by myself.	Je voyageai seul.
I traveled by myself.	J'ai voyagé seul.
I tried not to stare.	J'ai essayé de ne pas regarder avec insistance.
I tried to kiss Mary.	J'ai essayé d'embrasser Mary.
I tried to kiss Mary.	J'essayai d'embrasser Mary.
I trusted my teacher.	J'ai fait confiance à ma professeure.
I trusted my teacher.	J'ai fait confiance à mon professeur.
I trusted my teacher.	J'ai fait confiance à mon maître.
I trusted my teacher.	J'ai fait confiance à ma maîtresse.
I turned off the tap.	J'ai fermé le robinet.
I turned on the lamp.	J'ai allumé la lampe.
I underestimated you.	Je t'ai sous-estimé.
I underestimated you.	Je t'ai sous-estimée.
I used to drink beer.	J'avais pour habitude de boire de la bière.
I used to have a dog.	J'avais un chien.
I waited three hours.	J'ai attendu trois heures.
I want a new kitchen.	Je veux une nouvelle cuisine.
I want an MP3 player!	Je veux un lecteur MP3 !
I want my money back.	Je veux récupérer mon argent.
I want some of those.	Je veux quelques-uns de ceux-ci.
I want some of those.	Je veux quelques-unes de celles-ci.
I want some potatoes.	J'aimerais quelques pommes de terre.
I want the other one.	Je veux l'autre.
I want them all shot.	Je veux qu'ils soient tous fusillés.
I want them all shot.	Je veux qu'elles soient toutes fusillées.
I want them all shot.	Je veux qu'ils soient tous flingués.
I want them all shot.	Je veux qu'elles soient toutes flinguées.
I want them all shot.	Je veux qu'elles soient toutes descendues.
I want them all shot.	Je veux qu'ils soient tous descendus.
I want to be a nurse.	Je veux être infirmière.
I want to be at home.	Je veux être chez moi.
I want to be at home.	Je veux être à la maison.
I want to be careful.	Je veux être prudente.
I want to be careful.	Je veux être prudent.
I want to be invited.	Je veux être invitée.
I want to be invited.	Je veux être invité.
I want to be noticed.	Je veux être remarquée.
I want to be noticed.	Je veux être remarqué.
I want to buy a book.	Je veux acheter un livre.
I want to go fishing.	Je veux aller pêcher.
I want to go to Mars.	Je veux me rendre sur Mars.
I want to go to town.	Je veux aller en ville.
I want to play cards.	Je veux jouer aux cartes.
I want to please you.	Je veux te faire plaisir.
I want to please you.	Je veux vous plaire.
I want to please you.	Je veux te plaire.
I want to please you.	Je veux vous faire plaisir.
I want to rent a car.	Je veux louer une voiture.
I want to see Boston.	Je veux voir Boston.
I want to see a show.	Je veux voir un spectacle.
I want to start over.	Je veux recommencer.
I want to start over.	Quant à moi, je veux recommencer.
I want to stay alive.	Je veux rester en vie.
I want to stay alive.	Quant à moi, je veux rester en vie.
I want to take notes.	Je veux prendre des notes.
I want to watch this.	Je veux regarder ceci.
I want to watch this.	Je veux regarder ça.
I want what you want.	Je veux ce que vous voulez.
I want what you want.	Je veux ce que tu veux.
I want you back here.	Je veux que vous reveniez ici.
I want you back here.	Je veux que tu reviennes ici.
I want you to try it.	Je veux que tu l'essayes.
I want you to try it.	Je veux que vous l'essayiez.
I wanted to go there.	Je voulais y aller.
I wanted to go there.	Je voulais m'y rendre.
I wanted to help you.	Je voulais t'aider.
I wanted to remember.	Je voulais me souvenir.
I wanted to share it.	Je voulais le partager.
I wanted to tell you.	Je voulais te le dire.
I wanted to tell you.	Je voulais vous le dire.
I was afraid of that.	Je le craignais.
I was bored to death.	Je m'ennuyais à mourir.
I was born on a ship.	Je suis né sur un bateau.
I was born on a ship.	Je suis née sur un bateau.
I was busy this week.	J'étais occupé cette semaine.
I was busy yesterday.	J'étais occupé hier.
I was home all night.	J'étais chez moi toute la nuit.
I was hurt and upset.	J'étais blessé et énervé.
I was in bed already.	J'étais déjà au lit.
I was jealous of you.	J'étais jaloux de vous.
I was jealous of you.	J'étais jaloux de toi.
I was jealous of you.	J'étais jalouse de vous.
I was jealous of you.	J'étais jalouse de toi.
I was looking at her.	Je la regardais.
I was planning on it.	Je m'y attendais.
I was playing tennis.	Je jouais au tennis.
I was pretty relaxed.	J'étais assez détendu.
I was pretty relaxed.	J'étais assez détendue.
I was reading a book.	Je lisais un livre.
I was ready to do it.	J'étais prêt à le faire.
I was ready to do it.	J'étais prête à le faire.
I was really curious.	J'étais vraiment curieux.
I was really curious.	J'étais vraiment curieuse.
I was somewhere else.	J'étais ailleurs.
I was stung by a bee.	J'ai été piquée par une abeille.
I was stung by a bee.	Je fus piqué par une abeille.
I was stung by a bee.	Je fus piquée par une abeille.
I was the only woman.	J'étais la seule femme.
I was very confident.	J'étais très confiant.
I was very flattered.	J'ai été très flatté.
I was very flattered.	J'ai été très flattée.
I was very flattered.	Je fus très flatté.
I was very flattered.	Je fus très flattée.
I was very reluctant.	J'étais très réticent.
I was very reluctant.	J'étais très réticente.
I was very reluctant.	J'étais fort réticent.
I wasn't fast enough.	Je n'ai pas été assez rapide.
I wasn't fast enough.	Je n'étais pas assez rapide.
I wasn't good enough.	Je n'étais pas assez bon.
I wasn't good enough.	Je n'étais pas assez bonne.
I wasn't responsible.	Je n'étais pas responsable.
I went into the army.	Je suis rentré dans l'armée.
I went to the market.	Je suis allé au marché.
I went to the market.	Je me suis rendu au marché.
I will come with you.	Je vais vous accompagner.
I will do as you say.	Je vais le faire comme tu l'as dit.
I will give it a try.	J'essaierai.
I will give it a try.	Je ferai un essai.
I will have him come.	Je le ferai venir.
I will make some tea.	Je ferai du thé.
I will never see him.	Je ne le verrai jamais.
I will show you some.	Je vais vous en montrer quelques-uns.
I will try next week.	J'essaierai la semaine prochaine.
I wish I was kidding.	J'aimerais avoir plaisanté.
I wish I were a bird.	J'aurais aimé être un oiseau.
I wish I were a bird.	Je souhaiterais être un oiseau.
I wish I were clever.	J'aurais aimé être intelligent.
I wish I were taller.	J'aurais aimé être plus grand.
I wish you good luck.	Je vous souhaite bonne chance.
I wish you good luck.	Je te souhaite bonne chance.
I wish you happiness.	Je te souhaite du bonheur.
I wish you happiness.	Je vous souhaite du bonheur.
I wish you were here.	J'aimerais que tu sois là.
I wish you were here.	J'aimerais que vous soyez là.
I woke up at sunrise.	Je me suis réveillé au lever du soleil.
I woke up at sunrise.	Je me suis réveillée au lever du soleil.
I woke up at sunrise.	Je me réveillai au lever du soleil.
I won't be gone long.	Je ne serai pas parti longtemps.
I won't let you down.	Je ne te laisserai pas tomber.
I won't say anything.	Je ne dirai rien.
I won't say it again.	Je ne vais pas le redire.
I won't say it again.	Je ne vais pas le dire encore une fois.
I won't say it again.	Je ne vais pas le dire à nouveau.
I won't say it again.	Je ne le dirai plus.
I won't tell anybody.	Je ne le dirai à personne.
I wonder who took it.	Je me demande qui l'a pris.
I wonder who took it.	Je me demande qui l'a prise.
I work in a hospital.	Je travaille dans un hôpital.
I worried, of course.	Je me suis fait du souci, bien sûr.
I would like to draw.	J'aimerais dessiner.
I wouldn't bet on it.	Je ne parierais pas là-dessus.
I'd be happy to help.	Je serais heureux d'aider.
I'd like to be alone.	J'aimerais être seule.
I'd like to be alone.	J'aimerais être seul.
I'd like to help you.	J'aimerais vous aider.
I'd like to help you.	J'aimerais t'aider.
I'd like to join you.	J'aimerais vous rejoindre.
I'd like to join you.	J'aimerais te rejoindre.
I'd like to kiss you.	J'aimerais vous embrasser.
I'd like to kiss you.	J'aimerais t'embrasser.
I'd like to see that.	J'aimerais voir ça.
I'd like to try this.	J'aimerais l'essayer.
I'd like to try this.	J'aimerais essayer ceci.
I'd like to watch TV.	J'aimerais regarder la télévision.
I'd love to meet him.	J'adorerais le rencontrer.
I'd rather not do it.	Je préférerais ne pas le faire.
I'd say you did well.	Je dirais que vous vous en êtes bien sorti.
I'd say you did well.	Je dirais que vous vous en êtes bien sorties.
I'd say you did well.	Je dirais que vous vous en êtes bien sortie.
I'd say you did well.	Je dirais que vous vous en êtes bien sortis.
